easting_km,northing_km,structure_class,internal_type,name
815.3814,5791.8348,Salzkissen,tektonische Strukturen,Gr. Koeris
591.5835,5985.7932,Salzkissen,Salzkissen,Ploen
725.1023,5888.6641,Salzkissen,Salzkissen,Koenigsberg
779.6799,5885.8005,Salzkissen,Salzkissen,Gransee
704.4842,5826.3893,Salzkissen,Salzkissen,Kabelitz
595.5023,5838.2759,Salzkissen,Salzkissen,Eldingen
521.1055,5817.0578,Salzkissen,tektonische Strukturen,Steinhuder Meer
656.6030,5752.4925,Salzkissen,Salzkissen,Hakel
462.9890,6013.3011,Salzkissen,Salzkissen,Rochelsteert
480.6016,6046.8832,Salzkissen,Salzkissen,Hooge
480.7650,6031.1970,Salzkissen,Salzkissen,Westerhever
500.9438,6036.7637,Salzkissen,Salzkissen,Nordstrand
515.1963,6065.9188,Salzkissen,Salzkissen,Rodau
467.2745,6068.2350,Salzkissen,Salzkissen,Foehr
384.9109,6016.0081,Salzkissen,Salzkissen,Jolanda
584.2088,6054.6678,Salzkissen,Salzkissen,Kieler Bucht
635.3753,6038.5159,Salzkissen,Salzkissen,Fehmarn
597.1065,6025.4901,Salzkissen,Salzkissen,Schoenberg
610.1237,6024.0503,Salzkissen,Salzkissen,Eitzgrund
607.0282,5967.3342,Salzkissen,Salzkissen,Eckhorst
615.8645,5935.5594,Salzkissen,Salzkissen,Gudow
687.7195,5951.2225,Salzkissen,Salzkissen,Sternberg
713.5618,5994.4915,Salzkissen,Salzkissen,Fresendorf
724.6235,5985.9405,Salzkissen,Salzkissen,Goritz
668.7113,5943.9422,Salzkissen,Salzkissen,Pinnow
773.9621,5941.5075,Salzkissen,Salzkissen,Wulkenzien
819.4630,5900.4772,Salzkissen,Salzkissen,Flieth
805.4417,5907.8931,Salzkissen,Salzkissen,Klaushagen
760.8017,5825.9182,Salzkissen,Salzkissen,Ketzin
826.3948,5883.2649,Salzkissen,Salzkissen,Wolletz
809.0858,5872.8107,Salzkissen,Salzkissen,Gr. Schoenebeck
763.5401,5778.9458,Salzkissen,Salzkissen,Treuenbrietzen
841.1102,5775.2923,Salzkissen,tektonische Strukturen,Groeditsch
833.2179,5776.0198,Salzkissen,tektonische Strukturen,Schlepzig
824.6192,5804.2379,Salzkissen,Salzkissen,Friedersdorf
585.3787,5758.6712,Salzkissen,tektonische Strukturen,Lutter Sattel
565.4944,5771.0990,Salzkissen,tektonische Strukturen,Hildesheimer Wald
561.7408,5778.2713,Salzkissen,tektonische Strukturen,Giesen
731.8855,5772.7526,Salzkissen,tektonische Strukturen,Setzsteig
717.9822,5778.3808,Salzkissen,tektonische Strukturen,Reuden
660.1923,5833.8276,Salzkissen,tektonische Strukturen,Kakerbeck
674.5865,5820.9589,Salzkissen,tektonische Strukturen,Holtendorf
691.5260,5810.7484,Salzkissen,tektonische Strukturen,Mahlpfuhl
703.6423,5802.2637,Salzkissen,tektonische Strukturen,Zerben
716.9931,5795.7206,Salzkissen,tektonische Strukturen,Wuelpen
742.2321,5782.9137,Salzkissen,tektonische Strukturen,Belzig
303.9703,6014.1130,Salzkissen,Salzkissen,Gesche
536.0560,5855.4636,Salzkissen,tektonische Strukturen,Schneeheide
576.0589,5878.6727,Salzkissen,tektonische Strukturen,Raubkammer
552.3578,5883.1030,Salzkissen,Salzkissen,Schneverdingen
546.5600,5933.3253,Salzkissen,Salzkissen,Hahnoefersand
570.0432,6059.5052,Salzkissen,Salzkissen,Schleimuende
538.6344,5848.0086,Salzkissen,tektonische Strukturen,Ahrensheide
380.3595,5873.4293,Salzstock,Salzdiapir kompressiv ueberpraegt,Boertange
378.9093,5889.1846,Salzkissen,Salzkissen,Rheder Moor
363.8696,5915.7405,Salzstock,Salzdiapir,Paapsand
243.9536,6094.1802,Salzstock,Salzdiapir kompressiv ueberpraegt,Gerda
215.5379,6170.4769,Salzstock,Salzdiapir,Bea
256.6364,6128.8536,Salzstock,Salzdiapir,Carmen
692.0465,5704.5611,Salzkissen,Salzkissen,Teutschenthal
670.8879,5756.1199,Salzstock,NA,Engelner Sattl
